共有 旅館 298 家?? 查詢日期：103年9月10日,,,,,,,,,,,,,,,,,,,
專用標,名稱,英文名稱,日文名稱,電話,傳真,營業地址,英文營業地址,日文營業地址,現狀,網址,E-mail,負責人/經營者,經營類型/特色,房間數,參考房價,交通資訊及觀光景點,核准設立日期,最近裝修日期,照片(上傳日期)
290,覓境行館(上安店)(2星),Seeking Motel ,探?????????（??·???上?）OK??????,04 - 24516777 ,04 - 27068777 ,臺中市西屯區上安路301號,"No.301, Shang an Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中、??????台?301? ,合法 營業,,,朱柔如,"汽車旅館,,",20 間,2950 ~ 8100,,2011/9/14,,4張(2014/09/05)
17,立中大飯店,Li Chung Hotel ,立中大飯店?　???　???,04 - 23206129 ,04 - 23206187 ,臺中市西屯區大恩街38號,"No.38, Da-en St., Situn District, Taichung City",台中市西屯?大恩街38? ,合法 營業,,,賴清祥,"一般旅館, ,",54 間,1000 ~ 1900,,2004/1/15,,3張(2014/09/05)
195,麗都賓館,LIDO HOTEL ,麗都賓館,04 - 24250016 ,04 - 24258805 ,臺中市西屯區中康街81號,"No.81, Zhongkang St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",麗都賓館 ,合法 營業,,,劉芝萍,"一般旅館, ,",20 間,900 ~ 1400,,2006/12/15,,
118,新明通旅館,HOTEL NEW MINTONG ,新明通旅館,04 - 23131201 ,04 - 23149822 ,臺中市西屯區太原路1段37號,"No.37, Sec. 1, Taiyuan Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?太原路一段37? ,合法 營業,,,曾碧桃,"一般旅館, ,",21 間,800 ~ 1500,,2004/3/25,,
11,富王大飯店,Ful Won Hotel ,富王大飯店?　??　???,04 - 23265463 ,04 - 23251163 ,臺中市西屯區文心路2段636-2號,"No.636-2, Sec. 2, Wenxin Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?文心路二段636-2? ,合法 營業,http://www.fulwon.com.tw/company.htm,fulwon@ms24.hinet.net,黃凱鈴,"商務旅館, ,",141 間,3080 ~ 6600,,2004/1/15,,3張(2014/09/03)
50,上豪大飯店,Grand Hotel ,上豪大飯店,04 - 23127766 ,04 - 23127711 ,臺中市西屯區文心路3段362號,"No.362, Sec. 3, Wenxin Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?文心路三段362? ,合法 營業,http://www.grandhotel.com.tw,htlgrand@ms32.hinet.net,林玉珠,"商務旅館, ,",32 間,1550 ~ 2550,,2004/2/15,,5張(2014/09/05)
26,文王大飯店,Wen Won Hotel ,文王大飯店??　??　???,04 - 23119832 ,04 - 23118837 ,臺中市西屯區文心路3段85號3-4樓,"3-4F., No.85, Sec. 3, Wenxin Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?文心路三段85?3~4F ,合法 營業,,wenwon9832@xuite.net,林吉財,"商務旅館, ,",109 間,1280 ~ 2880,,2004/1/15,,
161,文華道會?,In One City Inn ,?????,04 - 36026088 ,04 - 27086991 ,"臺中市西屯區文華路138巷31號,150巷52號3-8樓","No.31, Ln. 138, Wenhua Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",138???31、150文化路、???敦煌地?、台中市、52?3-8 F ,合法 營業,http://www.inone.com.tw/main.html,,劉敏瑛,"一般旅館, ,",196 間,3000 ~ 7480,,2009/1/19,,
110,皇星商務大飯店,Huang Shin Business Hotel ,皇星商務大飯店???　??　????　???,04 - 27058258 ,04 - 22558255 ,臺中市西屯區台中港路2段122之29巷1弄8號,"No.8, Alley 1, Lane 122-29, Sec. 2, Taichung Port Rd., Situn District, Taichung City",台中市西屯?台中港路二段122?29巷1弄8? ,合法 營業,,,任添勗,"商務旅館, ,",40 間,1680 ~ 3480,,2004/3/25,,
47,鼎隆大飯店,TING-LUNG HOTEL ,鼎隆大飯店,04 - 27065411 ,04 - 27065422 ,臺中市西屯區台中港路2段124號,"No.124, Sec. 2, Taichung Port Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?台中港路二段124? ,合法 營業,,tl.hotel@msa.hinet.net,邱魁洲,"商務旅館, ,",30 間,2800 ~ 3360,,2004/2/15,,5張(2014/09/05)
139,心驛汽車旅館,心驛汽車旅館 ,心驛汽車旅館,04 - 22523399 ,04 - 22522489 ,臺中市西屯區台中港路二段119號,心驛汽車旅館,心驛汽車旅館 ,合法 營業,,classic@kingnet.net.tw,馮賀欽,"汽車旅館,,",40 間,1460 ~ 4500,,2011/8/18,,
165,春風休閒旅館,wehome ,春風休閒旅館,04 - 22558080 ,? ,臺中市西屯區市政北1路177號,"No.177, Shihjheng N. 1st Rd., Situn District, Taichung City",台中市西屯?市政北1路177? ,合法 營業,http://www.we-home.com.tw,,尤柄鈔,"汽車旅館, ,",33 間,2580 ~ 19800,,2005/1/5,,4張(2014/09/05)
169,波特曼汽車旅館,Portman Motel ,?????????,04 - 22542233 ,04 - 22542255 ,臺中市西屯區市政北七路188號,"Taichung, Taiwan, No. 188 North Seven Road Municipal",台中市西屯?市政北七路188? ,合法 營業,,,林太鴻,"商務旅館,汽車旅館, ,",45 間,2080 ~ 5180,,2005/7/4,,
170,悅萊汽車旅館,ENJOY MOTEL ,??汽車旅館,04 - 22597799 ,04 - 22597733 ,臺中市西屯區市政北七路192號,"No.192,Shihjheng N. 7th Rd.,Situn District,Taichung City 407,Taiwan(R.O.C.)",台中市西屯?市政北七路192? ,合法 營業,http://enjoy-motel.com.tw,enjoy.motel@msa.hinet.net,王偉杰,"汽車旅館, ,",30 間,2160 ~ 4700,,2005/8/23,,
172,沐夏汽車旅館,Boutique Motel ,沐夏汽車旅館,04 - 22547777 ,04 - 22555000 ,臺中市西屯區市政北七路279號,"No.279, Shizheng N. 7th Rd., Xitun Dist., Taichung City",台中市西屯?市政北七路279? ,合法 營業,http://www.moonshy.com.tw,y28399@yahoo.com.tw,紀水樹,"汽車旅館, ,",48 間,2380 ~ 5380,,2005/5/31,,
142,卞帝亞汽車旅館,Bian Tai Asia Motels ,?統太極拳???????,04 - 22586677 ,04 - 22582267 ,臺中市西屯區市政北二路51號,"Municipal No. 51 North Road, Taichung, Taiwan",市第51?北路、台中、台? ,合法 營業,,,林繡瑛,"汽車旅館, ,",21 間,1350 ~ 2500,,2004/4/26,,
174,沐蘭汽車旅館,MULAN VILLA MOTEL ,沐蘭汽車旅館,04 - 22527878 ,04 - 22528686 ,臺中市西屯區市政路245號,"No.245, Shizheng Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?市政路245? ,合法 營業,,,王秋菊,"汽車旅館, ,",45 間,3360 ~ 10600,,2005/7/4,,
302,悅棧酒店,mirage Hotel ,悅棧酒店,04 - 22583955 ,04 - 22586355 ,臺中市西屯區市政路480號8至10樓,"8-10F., No.480, Shizheng Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯區市政路480?8至10F ,合法 營業,http://www.aceclubhouse-tw.com,rv@aceclubhouse-tw.com,蔡政學,"一般旅館,,",67 間,9680 ~ 21780,,2012/11/21,,5張(2014/09/05)
68,左岸汽車旅館,Paris Motel ,左岸汽車旅館,04 - 22559599 ,04 - 22559508 ,臺中市西屯區市政路533號,"No.533, Shihjheng Rd., Situn District, Taichung City",台中市西屯?市政路533? ,合法 營業,,,葉俊?,"汽車旅館, ,",31 間,1200 ~ 8000,,2004/2/25,,
300,日月千禧酒店,Millennium Vee Hotel Taichung ,日月千禧酒店???????????台中,04 - 23112178 ,04 - 23113445 ,臺中市西屯區市政路77號,"No.77, Shizheng Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?市政路77? ,合法 營業,http://www.millenniumtaichung.com,sales@millenniumtaichung.com,賴富源,"一般旅館,商務旅館,,",237 間,12000 ~ 118000,0.8-3公里即可抵達臺中市政府、大遠百、新光三越以及主要商業金融中心，5-8公里直達臺中科學園區、臺中機場、逢甲夜市、精明商圈、台中州際棒球場、高速公路及高鐵,2012/9/27,,5張(2014/09/05)
197,黎客商務旅館,Le Parker ,黎客商務旅館,04 - 24523456 ,04 - 24521256 ,"臺中市西屯區至善路234巷2號,16號,12號2至7樓","No.16, Ln. 234, Zhishan Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",黎客商務旅館 ,合法 營業,http://www.leparker-hotel.com.tw/,Leparker@mail.nethotel.com.tw,林憲治,"商務旅館,,",78 間,3300 ~ 5720,,2006/12/29,,3張(2014/09/05)
306,塔木德－原德館,YUAN DE HOTEL ,塔木德－原德館,04 - 23133888 ,04 - 23117555 ,臺中市西屯區西屯路二段200號,"No.200, Sec. 2, Xitun Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯區西屯路2段200號 ,合法 營業,http://www.talmud.com.tw/,service@yuandehotel.com,林文賢,"一般旅館,商務旅館,,",98 間,2000 ~ 7800,,2013/3/27,2012/12/24,
324,LA VIDA HOTEL 逢甲商旅,LA VIDA HOTEL ,逢甲商旅,04 - 24515916 ,04 - 24515911 ,臺中市西屯區西屯路二段275之2號,"No.275-2, Sec. 2, Xitun Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?西屯路2段275-2? ,合法 營業,,,王秀英,"一般旅館,,",114 間,2800 ~ 5880,鄰近逢甲夜市商圈、高鐵烏日站、秋紅谷、國道一號交流道、中彰快速道路等,2014/4/9,2014/3/17,
67,永豐棧酒店(大墩店)(5星),TEMPUS HOTEL TAICHUNG ,永豊棧酒店? ???? ?????,04 - 23230778 ,04 - 23255792 ,臺中市西屯區何南里大墩二十街37號,"No.37, Dadun 20th St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?大墩20街37? ,合法 營業,,tempus@tempus.com.tw,陳榆鈞,"商務旅館,,",84 間,3000 ~ 7700,,2011/5/12,,
164,沙夏汽車旅館(2星),沙夏汽車旅館 ,沙夏汽車旅館,04 - 22527638 ,04 - 22553697 ,臺中市西屯區河南路4段49號,沙夏汽車旅館,沙夏汽車旅館 ,合法 營業,,,黃欽堡,"汽車旅館, ,",25 間,1880 ~ 8100,,2004/11/5,,
313,水雲端旗艦概念旅館（精品商務館）,ICLOUD LUXURY RESORT&HOTEL ,水雲端 ?????,04 - 24525678 ,04 - 24522239 ,臺中市西屯區青海南街159號,"No.159, Qinghai S. St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?青海南街159? ,合法 營業,http://icloudhotel.com.tw,,紀炎福,"一般旅館,商務旅館,,",54 間,3860 ~ 25960,,2013/7/9,2013/5/1,
105,覓境行館(2星),Seeking Motel ,覓境行館,04 - 24516777 ,04 - 27068777 ,臺中市西屯區青海南街98號,"No.98, Qinghai S.ST., Xitun Dist., Taichung City 407, Taiwan(R.O.C)",覓境行館 ,合法 營業,http://www.seekingmotel.com.tw,,朱柔如,"汽車旅館,,",45 間,5500 ~ 39000,"鄰近新光三月百貨公司.大遠百百貨公司.台中世貿展館.東海商圈.逢甲商圈.高鐵接駁站.中山高中港交流道,交通便利滿足大眾旅遊.購物.洽公需求 本旅館位於台中中港交流道下,醒目白色外牆.紅色斜屋瓦,棕梠束隨風搖曳~~一座充滿城市休閒渡假風的建築物,是人們尋尋覓覓的人間仙境-""覓境行館""讓您不用出國,不用開車遠離城市,就能慢活享受休閒渡假",2011/7/1,,5張(2014/09/05)
196,拓程商務旅館,The Galerie Hotel ,拓程商旅,04 - 27089000 ,04 - 27089002 ,臺中市西屯區青海路2段242之33號,"No.242-33, Sec. 2, Qinghai Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?青海路2段242-33? ,合法 營業,http://www.thegaleriehotel.com,service@thegaleriehotel.com,吳瑾南,"商務旅館, ,",90 間,2700 ~ 6900,,2006/12/22,,
3,樺品居MOTEL,huapinju motel ,樺品居MOTEL,04 - 22519393 ,04 - 22519292 ,臺中市西屯區政和路8號,"No.8, Zhenghe Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?政和路8? ,合法 營業,,,黃明鑫,"汽車旅館, ,",28 間,1980 ~ 3980,,2004/1/15,,5張(2014/09/03)
97,歐風商旅(2星),All Fun Business Hotel ,歐風商旅,04 - 22599299 ,04 - 22599268 ,臺中市西屯區惠民路199號1-4樓,"No.199, Huimin Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?惠民路199?1~4F ,合法 營業,,,何信蒼,"商務旅館, ,",36 間,2300 ~ 4500,,2004/3/25,,5張(2014/09/05)
48,簡之愛汽車旅館,JANE EYRE MOTEL ,簡之愛汽車旅館,04 - 22533322 ,? ,臺中市西屯區惠來路2段60號,"No.60, Sec. 2, Huilai Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?惠來路二段60? ,合法 營業,,,何淑卿,"商務旅館,汽車旅館, ,",25 間,1350 ~ 3480,,2004/2/15,,
183,璽朵汽車旅館,CHATEAUCO MOTEL ,璽?汽車旅館,04 - 22587789 ,04 - 22598686 ,臺中市西屯區朝馬二街46號,"No.46, Chaoma 2nd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?朝馬二街46? ,合法 營業,http://www.chateauco.com.tw,chateauco@yahoo.com.tw,陳洽湖,"汽車旅館, ,",25 間,2600 ~ 9980,,2005/12/22,,
187,天月人文休閒旅館,天月人文休閒旅館 ,天月人文????旅館,04 - 22582000 ,04 - 22582656 ,臺中市西屯區朝馬三街18號,天月人文休閒旅館,台中市西屯?朝馬三街18? ,合法 營業,http://www.moonlightmotel.com.tw,,張景?,"汽車旅館, ,",26 間,6800 ~ 12800,,2006/5/30,,
146,凱怡商務旅館,Kai Yi Hotel ,凱怡商務旅館,04 - 22555633 ,04 - 22596326 ,臺中市西屯區朝馬路21號,"No.21, Chaoma Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?朝馬路21? ,合法 營業,,,趙念平,"商務旅館,汽車旅館, ,",48 間,1800 ~ 6880,秋紅谷、新光三越百貨、大遠百、老虎城、逢甲、工業區,2004/4/26,,5張(2014/09/05)
329,默砌旅店,Hotel Cube ,???　????,04 - 24528863 ,04 - 24529963 ,臺中市西屯區漢翔北街51號2樓之1、2樓之2、3樓之1、3樓之2、4樓之1、4樓之2、5樓之1、5樓之2、6樓之1、6樓之2、7樓之1、7樓之2,"No.51, Hanxiang N. St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯??漢翔北街?51番 ,合法 營業,http://www.hotelcubes.biz,service@hotelcubes.biz,林國旭,"一般旅館,商務旅館,,",54 間,2500 ~ 5600,逢甲夜市、秋紅谷,2014/8/8,2014/5/13,
316,知客商旅,KUN HOTEL ,知客商旅,04 - 24517333 ,04 - 24517711 ,臺中市西屯區福星北三街33巷56號,"No.56, Ln. 33, Fuxing N. 3rd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?福星北三街33巷56? ,合法 營業,http://www.kun-taichung.com.tw,kuntaichung@gmail.com,陳坤全,"商務旅館,,",47 間,5000 ~ 8800,,2013/11/25,2013/9/27,
320,時光對白旅棧,story hotel ,時光對白旅棧,04 - 24018173 ,? ,臺中市西屯區福星北三街35號,"No.35, Fuxing N. 3rd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?福星北三街35? ,合法 營業,,,廖志淋,"一般旅館,,",22 間,3800 ~ 5100,,2014/3/21,,
318,星享道酒店,INSKY HOTEL ,星享道酒店,04 - 27062208 ,? ,臺中市西屯區福星北路18號,"No.18, Fuxing N. Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?福星北路18? ,合法 營業,http://www.inskyhotel.com/,,劉敏瑛,"一般旅館,,",86 間,2640 ~ 12800,鄰近逢甲夜市商圈，近高鐵烏日站、秋紅谷、國道一高交流道、中彰快速道路等，距離台中火車站約20分鐘車程,2014/3/10,2014/1/28,
323,7 HOTEL,hotel se7en fuxin ,7 HOTEL,04 - 27066667 ,04 - 27065977 ,臺中市西屯區福星北路45號,"No.45, Fuxing N. Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?福星北路45? ,合法 營業,,,賴忠星,"商務旅館,,",56 間,5500 ~ 6000,鄰近逢甲商圈，近高鐵烏日站、秋紅谷、國道一高交流道、中彰快速道路等，距離台中火車站約20分鐘車程,2014/4/2,,
14,碧根行館,BEACON HOTEL ,碧根行館,04 - 24515828 ,04 - 24511670 ,臺中市西屯區福星路427號1-11樓,"1-11F., No.427, Fuxing Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?福星路427? ,合法 營業,http://www.beacon-hotel.com.tw/,,林憲坤,"商務旅館, ,",130 間,2800 ~ 5400,,2008/5/5,,4張(2014/09/04)
99,永豐棧酒店(5星),TEMPUS HOTEL TAICHUNG ,永豊棧酒店? ???? ?????,04 - 23268008 ,04 - 23268060 ,"臺中市西屯區臺灣大道二段689號B1-1至-3及9-12樓,東興路3段407號,409號2樓-1至13樓-20","No.689, Sec. 2, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)","台中市西屯?台中港路二段9?B1-3,9-12F ",合法 營業,http://www.tempus.com.tw,tempus@tempus.com.tw,楊士弘,"商務旅館, ,",250 間,8200 ~ 50000,,2004/9/10,,3張(2014/09/05)
200,台中商務旅館,THE HUNG’’S MANSION HOTEL Taichung ,HUNG’’S MANSION台中商旅 HOTEL,04 - 22556688 ,04 - 22522522 ,臺中市西屯區臺灣大道三段593號,"No.177, Sec. 2, Taichung Port Rd., Situn District, Taichung City 407, Taiwan (R.O.C.)",台中市西?台灣大道三段593? ,合法 營業,http://www.hungsmansion.com,customer@hungsmansion.com,洪嘉穗,"商務旅館, ,",101 間,4675 ~ 12000,,2008/9/8,,3張(2014/09/05)
330,都樂旅館,Dou Le hotel ,都樂旅館,04 - 24623322 ,04 - 24623300 ,臺中市西屯區臺灣大道四段458號,"No.458, Sec. 4, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?台灣大道四段458? ,合法 營業,,,黃麗菊,"汽車旅館,,",29 間,2880 ~ 16800,,2014/9/5,2014/7/9,
63,台中之星汽車旅館,Motel Stars ,臺中?星汽車旅館,04 - 24512888 ,? ,臺中市西屯區黎明路3段388號,"388,Sec3,Liming Rd,Xitun Dist,Taichung City 407,Taiwan(R.O.C)",台中市西屯?黎明路三段388? ,合法 營業,,,洪嘉穗,"汽車旅館,,",39 間,2280 ~ 9800,,2011/3/25,,
312,水雲端旗艦概念旅館（旗艦主題館）,ICLOUD LUXURY RESORT&HOTEL ,水雲端 ?????,04 - 24525678 ,04 - 24522239 ,臺中市西屯區環中路二段1565號,"No.1565, Sec. 2, Huanzhong Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",台中市西屯?環中路二段1565? ,合法 營業,http://icloudhotel.com.tw,,紀炎福,"一般旅館,汽車旅館,,",41 間,3760 ~ 25960,,2013/7/9,2013/5/13,
83,蘭夏精品旅館,lanxia motel ,蘭夏會館,04 - 22548181 ,04 - 22519898 ,臺中市南屯區大墩11街333號,"No.333, Dadun 11th St., Nantun District, Taichung City",台中市南屯?大墩11街333? ,合法 營業,http://www.lanxia.com.tw,lanshymotel@yahoo.com.tw,紀陳桂香,"汽車旅館, ,",45 間,1800 ~ 8880,,2007/10/26,,
54,湖水岸汽車旅館,Sunshine Motel ,湖水岸汽車旅館,04 - 22582666 ,04 - 22582686 ,臺中市南屯區大墩11街357號,"No.357, Dadun 11th St., Nantun District, Taichung City 408, Taiwan (R.O.C.)",台中市南屯?大墩十一街357? ,合法 營業,,,王秋菊,"汽車旅館, ,",32 間,2460 ~ 6200,,2004/2/15,,3張(2014/09/09)
94,緣橋汽車旅館,YUAN CHYAU MOTEL ,緣橋汽車旅館,04 - 22521868 ,04 - 22519951 ,臺中市南屯區大墩11街433號,"No.433, Dadun 11th St., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)",緣橋汽車旅館 ,合法 營業,,,葉?鳳,"汽車旅館, ,",47 間,1280 ~ 2380,,2004/3/25,,2張(2014/09/05)
22,新天地汽車旅館,Plaza Motel ,???????,04 - 23806688 ,04 - 23806655 ,臺中市南屯區大墩四街380號,"Dadun Nantun District, Taichung City 380 Fourth Street",Dadun Nantun地?、台中市380????????? ,合法 營業,,,吳美雲,"汽車旅館, ,",23 間,4760 ~ 7980,,2004/1/15,,
168,蘭那汽車旅館,Lana Motel ,蘭那汽車旅館,04 - 24733938 ,04 - 24732918 ,臺中市南屯區大墩南路427號,"No.427, Dadun S. Rd., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)",蘭那汽車旅館 ,合法 營業,,,林淑惠,"汽車旅館, ,",35 間,1800 ~ 4760,,2005/10/27,,3張(2014/09/05)
194,喜佳美商務飯店,SHI CHIA MEI HOTEL ,喜佳美商務飯店,04 - 24736969 ,04 - 24725756 ,臺中市南屯區大墩路329號,"No.329, Dadun Rd., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)",喜佳美商務飯店 ,合法 營業,,,謝東波,"一般旅館, ,",58 間,1350 ~ 2340,,2006/12/8,,3張(2014/09/05)
69,天閣酒店台中,THE Tango HOTEL（TaiChung） ,THE Tango天閣酒店,04 - 23200000 ,04 - 23280066 ,臺中市南屯區大墩路525號,"No.525, Dadun Rd., Nantun District, Taichung City 408, Taiwan (R.O.C.)",台中市南屯?大墩路525? ,合法 營業,http://www.tango-hotels.com,,柯孫正,"商務旅館, ,",124 間,6000 ~ 9200,鄰近中港商圈、高速公路、新市政中心及台中高鐵站,2006/3/9,,3張(2014/09/05)
163,竹林雅緻商務汽車旅館,Refinement Motel ,竹林雅緻商務汽車旅館,04 - 23802399 ,04 - 23850510 ,臺中市南屯區大觀路19巷20號,"No.20, Lane 19, Daguan Rd., Nantun District, Taichung City",台中市南屯?大?路19巷20? ,合法 營業,,,紀竹林,"商務旅館,汽車旅館, ,",31 間,1880 ~ 4280,,2004/11/5,,3張(2014/09/05)
148,米奇汽車旅館,MICKY MOTEL ,米奇汽車旅館,04 - 23869966 ,? ,臺中市南屯區五權西路2段855號,"No.855, Sec. 2, Wucyuan W. Rd., Nantun District, Taichung City",台中市南屯?五?西路二段855? ,合法 營業,,,劉明嘉,"汽車旅館, ,",47 間,1350 ~ 2100,,2004/4/26,,
322,鳳凰商旅,Phoenix Longstay Hotel ,鳳凰商旅,04 - 22510937 ,04 - 22513379 ,臺中市南屯區公益路二段411號,"No.411, Sec. 2, Gongyi Rd., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)",台中市南屯區公益路二段411號 ,合法 營業,,,何淑媛,"一般旅館,商務旅館,汽車旅館,,",23 間,4950 ~ 7250,逢甲夜市、科學博物館,2014/4/1,2014/3/12,5張(2014/09/05)
131,歐悅精品汽車旅館-台中館(3星),OHYA Boutique Motel ,歐悅MOTEL,04 - 24727711 ,04 - 24730033 ,臺中市南屯區文心南路98號,"No.98, Wenxin S. Rd., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)",台中市南屯區文心南路98號 ,合法 營業,,service@ohyamotel.com,林豊彥,"汽車旅館,,",40 間,2700 ~ 13800,,2009/12/8,,4張(2014/09/09)
299,涵館汽車旅館(2星),Han Guan motel ,館?????????含???,04 - 23832188 ,04 - 23809963 ,臺中市南屯區田心北三巷1弄59號,"No.59,Aly.1,Tianxin N.3rd Ln.,Nantun Dist.,Taichung City 408,Taiwan(R.O.C.)",台中市?南屯??田心?北?3坑道?59番?????? ,合法 營業,http://hanguan-motel.com,hanguanmotel@gmail.com,吳美雲,"汽車旅館,,",45 間,1880 ~ 12280,望高寮，高鐵站，臺中文心公園,2012/8/14,,4張(2014/09/05)
180,悅豪汽車旅館,悅豪汽車旅館 ,?豪汽車旅館,04 - 22583366 ,04 - 22517771 ,臺中市南屯區惠中路3段83號,悅豪汽車旅館,台中市南屯?惠中路三段83? ,合法 營業,,,紀歐淑貞,"汽車旅館, ,",44 間,1980 ~ 6560,,2005/11/25,,
59,君鈦大飯店,ESQUIRE HOTEL ,君鈦大飯店,04 - 22968600 ,04 - 22950036 ,"臺中市北屯區大連路1段278,278-1至-6號","No.278, Sec. 1, Dalian Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)","大連路1段278,278-1至-6號 ",合法 營業,,esqhtl@yahoo.com.tw,王秋燕,"商務旅館, ,",75 間,1680 ~ 3600,,2004/2/15,,5張(2014/09/09)
29,北一賓館,PEIEI HOTEL ,北一賓館,04 - 22334787 ,? ,臺中市北屯區天祥街7、9號,"No.7,9, Tianxiang St., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?天祥街9? ,合法 營業,,,劉淑華,"一般旅館, ,",21 間,880 ~ 1480,,2004/1/15,,3張(2014/09/05)
39,虹星汽車旅館,HON SIN MOTEL ,虹星汽車旅館,04 - 22307935 ,04 - 22337176 ,臺中市北屯區北平路4段151號,"No.151, Sec. 4, Beiping Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?北平路四段151? ,合法 營業,,,陳明男,"汽車旅館, ,",29 間,1350 ~ 2200,,2004/2/15,,
79,禾康商務旅館,Her Kang Hotel ,禾康商務旅館,04 - 22957333 ,04 - 22951207 ,臺中市北屯區四平路35號5-6樓,"5-6F., No.35, Siping Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?四平路35?5-6F ,合法 營業,,,陳睿昇,"商務旅館, ,",38 間,2960 ~ 5960,,2004/3/15,,
103,台中兆品酒店(兆尹樓)(4星),Taichung Chinatrust Hotel ,台中兆品酒店(兆尹?),04 - 24255678 ,04 - 24253708 ,臺中市北屯區后庄路268、270號1至13樓,"1-13F., No.268, Houzhuang Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?后庄路268、270?1-13F ,合法 營業,http://taichung.maisondechinehotel.com/,fiona.lin@tchotel.com.tw,林俊煌,"商務旅館,,",124 間,5000 ~ 80000,,2009/11/13,,5張(2014/09/09)
1,台中兆品酒店(品臻樓)(4星),Chinatrust Hotel Taichung ,台中兆品酒店(品臻?),04 - 24255678 ,04 - 24263223 ,臺中市北屯區后庄路306號,"No.306, Houzhuang Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?后庄路306? ,合法 營業,http://taichung.maisondechinehotel.com/,fiona.lin@tchotel.com.tw,林俊煌,"商務旅館, ,",100 間,2220 ~ 6500,,2004/1/15,,4張(2014/09/03)
104,安順商務旅館,AnShun-Hotel ,安順商務旅館,04 - 22925562 ,04 - 22925589 ,"臺中市北屯區安順東二街45,47號","No.45, Anshun E. 2nd St., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)","台中市北屯?安順東二街45,47? ",合法 營業,,,馮國臣,"一般旅館, ,",28 間,780 ~ 1480,,2006/10/31,,
133,好勝地汽車旅館,Haw Sheng Dih Motel ,好勝地汽車旅館,04 - 24210266 ,04 - 24210657 ,臺中市北屯區昌平東三路59號,"No.59, Changping E. 3rd Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?昌平東三路59? ,合法 營業,http://hsd-motel.com.tw,jj09317@yahoo.com.tw,呂木森,"商務旅館,汽車旅館, ,",26 間,1380 ~ 3600,,2004/4/26,,
